partido_id;fecha;timestamp;torneo;categoria
14169223;2025-09-09;1757460600;World Cup Qualification, CONMEBOL;South America
14206121;2025-10-08;1759935600;World Cup Qualification, AFC, Round 4, Gr. A;Asia
14206123;2025-10-11;1760202900;World Cup Qualification, AFC, Round 4, Gr. A;Asia
14206124;2025-10-11;1760211000;World Cup Qualification, AFC, Round 4, Gr. B;Asia
14206125;2025-10-14;1760461200;World Cup Qualification, AFC, Round 4, Gr. A;Asia
14206126;2025-10-14;1760467500;World Cup Qualification, AFC, Round 4, Gr. B;Asia
14261851;2025-11-19;1763514000;World Cup Qual. CONCACAF Group B;North & Central America
14261853;2025-10-14;1760407200;World Cup Qual. CONCACAF Group C;North & Central America
14261855;2025-11-14;1763085600;World Cup Qual. CONCACAF Group C;North & Central America
14261856;2025-10-14;1760482800;World Cup Qual. CONCACAF Group B;North & Central America
14261857;2025-11-19;1763514000;World Cup Qual. CONCACAF Group C;North & Central America
14261858;2025-11-14;1763078400;World Cup Qual. CONCACAF Group B;North & Central America
14265554;2025-07-26;1753538400;Club Friendly Games;World
14270885;2025-10-15;1760490000;World Cup Qual. CONCACAF Group A;North & Central America
14270886;2025-10-15;1760493600;World Cup Qual. CONCACAF Group A;North & Central America
14270887;2025-11-19;1763514000;World Cup Qual. CONCACAF Group A;North & Central America
14270888;2025-11-19;1763514000;World Cup Qual. CONCACAF Group A;North & Central America
14270889;2025-10-14;1760482800;World Cup Qual. CONCACAF Group B;North & Central America
14270890;2025-11-19;1763514000;World Cup Qual. CONCACAF Group A;North & Central America
14270891;2025-10-15;1760486400;World Cup Qual. CONCACAF Group B;North & Central America
14270892;2025-11-14;1763078400;World Cup Qual. CONCACAF Group B;North & Central America
14270893;2025-11-13;1763071200;World Cup Qual. CONCACAF Group A;North & Central America
14270894;2025-10-15;1760486400;World Cup Qual. CONCACAF Group B;North & Central America
14270895;2025-10-15;1760490000;World Cup Qual. CONCACAF Group A;North & Central America
14270896;2025-11-14;1763078400;World Cup Qual. CONCACAF Group B;North & Central America
14270897;2025-11-19;1763514000;World Cup Qual. CONCACAF Group A;North & Central America
14270898;2025-11-14;1763085600;World Cup Qual. CONCACAF Group A;North & Central America
14270899;2025-11-19;1763514000;World Cup Qual. CONCACAF Group B;North & Central America
14270900;2025-11-13;1763071200;World Cup Qual. CONCACAF Group A;North & Central America
